baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
BMP4 (ENSG00000125378)	4195.132905	3.007984424	1.325843583	2.268732498	0.023284598	0.36158433
STIP1 (ENSG00000168439)	24969.62118	0.445422657	0.196337742	2.268655295	0.023289296	0.36158433
HSP90B3P (ENSG00000203914)	10.45595217	1.235912973	0.544615809	2.269329963	0.023248268	0.36158433
KIF1C-AS1 (ENSG00000227495)	3.164361158	-1.475047336	0.649924897	-2.269565826	0.023233939	0.36158433
LINC00847 (ENSG00000245060)	451.3145798	-0.791095235	0.34859382	-2.269389731	0.023244636	0.36158433
AC090360.1 (ENSG00000267127)	10.6962205	-1.467768452	0.646866946	-2.269042284	0.023265755	0.36158433
ALOX5 (ENSG00000012779)	24.54899865	2.574434881	1.137014254	2.264206339	0.023561427	0.361638695
MYOM1 (ENSG00000101605)	39.09128985	-1.705492153	0.75266682	-2.265932427	0.023455521	0.361638695
COMP (ENSG00000105664)	8.306970585	-3.008637098	1.328887434	-2.264027051	0.023572451	0.361638695
CHRNA2 (ENSG00000120903)	4.655083214	-3.4273082	1.512804766	-2.265532392	0.023480029	0.361638695
TUBA4A (ENSG00000127824)	7010.221615	2.446338484	1.079945908	2.265241681	0.023497853	0.361638695
REG4 (ENSG00000134193)	827.7977804	4.319915334	1.907926617	2.264193652	0.023562207	0.361638695
SDCBP (ENSG00000137575)	10322.81811	0.948584749	0.418441523	2.266946987	0.023393464	0.361638695
KAT6B (ENSG00000156650)	2493.89236	-1.194727956	0.527271412	-2.26586902	0.023459404	0.361638695
FAM81A (ENSG00000157470)	373.5937104	1.743971393	0.769767513	2.265581962	0.023476991	0.361638695
TMEM52B (ENSG00000165685)	43.31486672	3.931192842	1.736099495	2.264382228	0.023550616	0.361638695
HOXB9 (ENSG00000170689)	682.1208941	2.646728096	1.16825697	2.265535891	0.023479814	0.361638695
C5orf34 (ENSG00000172244)	636.8976544	-0.720478128	0.318258761	-2.263812395	0.023585656	0.361638695
RIMS2 (ENSG00000176406)	217.882147	-3.1131287	1.375002503	-2.264089478	0.023568612	0.361638695
RMDN1 (ENSG00000176623)	2548.51314	-0.648063944	0.286121052	-2.264999165	0.023512731	0.361638695
TFDP1 (ENSG00000198176)	11261.28685	0.755710864	0.33319183	2.268095422	0.023323391	0.361638695
AC091078.1 (ENSG00000257060)	4.179121509	4.418382847	1.951099365	2.26456065	0.023539654	0.361638695
LINC01979 (ENSG00000262585)	24.21689474	2.075457757	0.915717438	2.266482729	0.023421843	0.361638695
AC007114.1 (ENSG00000263004)	45.94907863	-1.516718573	0.669603495	-2.265099548	0.023506571	0.361638695
AC016405.3 (ENSG00000272384)	8.614872303	-2.451349918	1.082646686	-2.264219667	0.023560608	0.361638695
PEG13 (ENSG00000282164)	41.44270556	-2.268944999	1.002294404	-2.26375104	0.023589431	0.361638695
AF241728.2 (ENSG00000287729)	6.629596353	-1.801299844	0.794298678	-2.267786531	0.023342221	0.361638695
ZNF623 (ENSG00000183309)	2173.211742	-0.660149428	0.291843422	-2.261998657	0.023697486	0.362860672
PANDAR (ENSG00000281450)	3.206367313	1.5497231	0.685100126	2.262038847	0.023695003	0.362860672
SBNO1-AS1 (ENSG00000256092)	65.70359121	0.970787447	0.429237483	2.261655811	0.023718677	0.362968061
CNST (ENSG00000162852)	1873.381223	-0.876792981	0.387774989	-2.261086989	0.023753871	0.363155846
PLEKHG5 (ENSG00000171680)	803.8503554	-1.299688589	0.574829345	-2.260999027	0.023759317	0.363155846
AC008555.1 (ENSG00000261754)	44.58733185	-3.706250494	1.639873005	-2.260083849	0.023816047	0.363805754
HCG4B (ENSG00000227262)	5.241847507	2.84765192	1.260500383	2.259144034	0.023874427	0.364480068
AC106017.2 (ENSG00000281856)	16.98894921	1.966864838	0.870730155	2.258868408	0.023891572	0.364524445
RNF5 (ENSG00000204308)	2052.097225	-0.913036405	0.404268788	-2.258488493	0.023915221	0.364667953
XRCC4 (ENSG00000152422)	1108.163552	0.845424335	0.374379214	2.258203187	0.023932995	0.364721744
HPS6 (ENSG00000166189)	1332.875736	0.539735122	0.239054622	2.257789945	0.023958758	0.364795861
AL031123.5 (ENSG00000288046)	2.590530071	-2.118270093	0.938255732	-2.257668161	0.023966356	0.364795861
ANKRD16 (ENSG00000134461)	332.5971343	0.521654175	0.231097048	2.257294846	0.023989657	0.364933574
B9D2 (ENSG00000123810)	213.8914857	0.935950128	0.414735042	2.256742334	0.02402418	0.365241718
KCNMB2 (ENSG00000197584)	12.27634715	-3.086518078	1.367970042	-2.256276076	0.024053347	0.365454281
INSYN1 (ENSG00000205363)	48.01172463	-3.081774307	1.366096497	-2.255897965	0.024077022	0.365454281
AL133351.4 (ENSG00000288612)	120.8796376	1.522911745	0.675098995	2.255834709	0.024080985	0.365454281
TMEM254 (ENSG00000133678)	1002.101964	-1.01428488	0.449798176	-2.25497775	0.024134725	0.366052868
SDAD1P1 (ENSG00000228451)	85.95672756	-1.752407399	0.777242249	-2.254647634	0.024155455	0.366150361
PPFIA3 (ENSG00000177380)	1004.65968	-1.126167502	0.499589208	-2.254187007	0.024184406	0.366372283
CARD10 (ENSG00000100065)	2448.860169	1.339299624	0.594219991	2.253878437	0.024203817	0.366449504
AC004816.2 (ENSG00000275630)	2.956873545	3.895005128	1.728762705	2.253059438	0.024255402	0.36701347
TPK1 (ENSG00000196511)	276.1244007	2.02403097	0.898909339	2.251651955	0.024344275	0.368140656
G3BP1 (ENSG00000145907)	19503.01235	0.522299782	0.232010682	2.251188511	0.0243736	0.368339282
CCDC126 (ENSG00000169193)	465.1714757	-0.879791718	0.390886039	-2.250762701	0.024400571	0.368339282
AL590399.3 (ENSG00000231212)	1.853092717	3.210900212	1.426441503	2.250986252	0.024386408	0.368339282
HAPLN4 (ENSG00000187664)	10.09434139	-3.86186805	1.71629344	-2.250121081	0.02444126	0.368430056
PSAT1P3 (ENSG00000230787)	4.184181421	1.774019261	0.788457483	2.249987222	0.024449756	0.368430056
AC068700.2 (ENSG00000286675)	3.514725607	-2.84606636	1.264782641	-2.250241478	0.024433621	0.368430056
DBNDD2 (ENSG00000244274)	1840.1868	1.58174096	0.703343706	2.248887629	0.024519646	0.369265873
Z83844.1 (ENSG00000100101)	4.466322838	-2.442006815	1.086173991	-2.248264859	0.024559306	0.369645711
OAS1 (ENSG00000089127)	1227.166421	2.320066763	1.032296629	2.247480712	0.024609322	0.370180881
DIAPH1 (ENSG00000131504)	15054.98764	0.595318117	0.264959622	2.24682581	0.024651162	0.370375022
LRRC55 (ENSG00000183908)	3.917262762	-3.957154019	1.761163764	-2.246897251	0.024646594	0.370375022
DKK3 (ENSG00000050165)	3387.030599	-3.04544907	1.356574801	-2.24495477	0.024771036	0.3717215
TM4SF20 (ENSG00000168955)	14.9017265	3.42842682	1.527211429	2.244893375	0.024774978	0.3717215
AC136297.1 (ENSG00000287935)	16.70832744	-1.694269879	0.754770755	-2.24474765	0.024784337	0.3717215
BAG2 (ENSG00000112208)	2598.732404	0.957958556	0.426870066	2.244145541	0.024823039	0.372083979
LMAN1L (ENSG00000140506)	1.300812186	-2.976144062	1.326587365	-2.243458772	0.024867246	0.372528509
GRIK3 (ENSG00000163873)	86.04002519	-4.600933507	2.051420869	-2.242803306	0.024909501	0.372943304
HDAC9 (ENSG00000048052)	2217.84853	-2.894427122	1.29168813	-2.240809569	0.025038413	0.373179716
PARP4 (ENSG00000102699)	8108.836566	0.868165993	0.387381067	2.241116221	0.025018548	0.373179716
COL9A1 (ENSG00000112280)	5.50908686	-2.510719596	1.120008479	-2.241696954	0.024980965	0.373179716
RHPN1 (ENSG00000158106)	1009.194617	-1.975804672	0.881797976	-2.240654579	0.025048458	0.373179716
ADCK5 (ENSG00000173137)	664.5654079	-1.070122333	0.477605376	-2.240599428	0.025052034	0.373179716
RBM4B (ENSG00000173914)	1695.426443	-0.75540971	0.33699241	-2.241622326	0.024985792	0.373179716
SBK2 (ENSG00000187550)	3.828420714	-1.654051331	0.737992665	-2.241284241	0.025007669	0.373179716
MIR1915HG (ENSG00000204682)	495.2217656	1.81508924	0.809642015	2.241841711	0.024971604	0.373179716
LINC00926 (ENSG00000247982)	50.12319117	1.174359017	0.524143193	2.240530896	0.025056477	0.373179716
AC011498.4 (ENSG00000267385)	13.84812118	-2.897733912	1.294290439	-2.238859088	0.025165086	0.374579382
AC132938.3 (ENSG00000265458)	49.05059236	-0.726768654	0.324770272	-2.237793041	0.025234554	0.375395156
SV2B (ENSG00000185518)	6.759373557	-2.370060717	1.059861745	-2.236198003	0.025338804	0.376727096
ZSCAN25 (ENSG00000197037)	1635.067618	-0.486402813	0.217587396	-2.235436525	0.025388704	0.37724992
KCNQ4 (ENSG00000117013)	82.95762187	1.86278344	0.833573787	2.23469532	0.025437358	0.377315899
VPS37D (ENSG00000176428)	124.9297916	-1.260497857	0.563995069	-2.234944817	0.025420972	0.377315899
TMEM220-AS1 (ENSG00000263400)	11.53147313	-4.131224747	1.848580515	-2.234809203	0.025429877	0.377315899
AL450998.1 (ENSG00000178715)	29.34539375	1.302002105	0.582854233	2.233838294	0.025493715	0.377932883
AC093866.1 (ENSG00000251095)	54.85483777	3.009207513	1.347427	2.233299105	0.025529227	0.378240311
NAPB (ENSG00000125814)	1147.821647	-0.913662599	0.409333849	-2.23207194	0.025610209	0.378668649
IL34 (ENSG00000157368)	23.25905277	2.582117245	1.157112788	2.231517334	0.025646881	0.378668649
SLC2A4 (ENSG00000181856)	64.35109752	-2.168420289	0.971383897	-2.232300017	0.025595141	0.378668649
AL596202.1 (ENSG00000235381)	102.5304764	-1.222396678	0.547685927	-2.23193005	0.025619586	0.378668649
AL645933.2 (ENSG00000272221)	43.82894694	1.651845018	0.740010858	2.232190244	0.025602392	0.378668649
AC100805.1 (ENSG00000286878)	1.264847275	-2.275527692	1.0197007	-2.231564313	0.025643772	0.378668649
TNFRSF9 (ENSG00000049249)	160.1860562	3.104801587	1.392394679	2.229828679	0.025758819	0.379235784
VSTM5 (ENSG00000214376)	88.1755821	-2.930773623	1.314055391	-2.230327308	0.025725722	0.379235784
MIR583HG (ENSG00000250551)	2.778092038	-2.812385551	1.260835145	-2.23057357	0.025709389	0.379235784
DCXR-DT (ENSG00000264569)	8.513563053	-2.081115424	0.933363403	-2.22969469	0.025767719	0.379235784
AC004801.6 (ENSG00000276814)	17.96586245	0.740617917	0.332175597	2.229597612	0.025774169	0.379235784
AL035587.2 (ENSG00000287825)	25.9442395	-1.171705455	0.52544574	-2.229926643	0.025752313	0.379235784
AL158167.1 (ENSG00000287402)	2.587999505	-1.718083434	0.770694578	-2.229266278	0.025796193	0.379341834
KLHDC7B (ENSG00000130487)	12.63067254	-2.079980739	0.933289765	-2.228654826	0.02583688	0.379355505
CDYL2 (ENSG00000166446)	672.5113483	-2.699209219	1.211297515	-2.22836189	0.025856392	0.379355505
AC009237.15 (ENSG00000273305)	7.240482467	-2.997385147	1.34473713	-2.228974778	0.025815583	0.379355505
AC234917.3 (ENSG00000287222)	266.3839108	-0.523120748	0.234751297	-2.228404081	0.025853581	0.379355505
AC211429.1 (ENSG00000242073)	6.793038843	1.273685211	0.57179276	2.227529449	0.02591191	0.379952301
TNPO1P2 (ENSG00000230662)	4.365330588	1.469116057	0.65971059	2.226909918	0.025953295	0.380341302
SP5 (ENSG00000204335)	369.2891764	3.050889735	1.37046543	2.226170518	0.026002762	0.380848233
GLT8D2 (ENSG00000120820)	166.8391285	-2.383706769	1.071154382	-2.225362478	0.026056914	0.380933443
DMTF1 (ENSG00000135164)	4013.068673	-0.495671226	0.222741959	-2.225315915	0.026060038	0.380933443
PTP4A3 (ENSG00000184489)	308.4137411	-1.625310404	0.730412306	-2.225195811	0.026068096	0.380933443
TARID (ENSG00000227954)	26.33703308	2.405894945	1.081156556	2.225297467	0.026061275	0.380933443
ABHD15 (ENSG00000168792)	1003.877594	0.799023085	0.35913943	2.224826957	0.026092857	0.381077767
DNMT3A (ENSG00000119772)	2438.194338	-1.456878042	0.655230246	-2.223459695	0.026184818	0.381370845
VHL (ENSG00000134086)	4081.338056	-0.574727776	0.258505502	-2.223270959	0.026197535	0.381370845
MYEOV (ENSG00000172927)	4417.201827	2.533842038	1.139727318	2.223200231	0.026202301	0.381370845
EML6 (ENSG00000214595)	413.2436144	-1.432612612	0.644235905	-2.223739162	0.026165999	0.381370845
AC005034.3 (ENSG00000270696)	199.0253782	0.818159178	0.367991037	2.223312787	0.026194716	0.381370845
AC027281.1 (ENSG00000279123)	3.952666475	1.686902538	0.758483738	2.224045754	0.026145366	0.381370845
AL445985.2 (ENSG00000287530)	4.315260736	4.456012137	2.004607223	2.222885404	0.026223528	0.381462937
TRIM63 (ENSG00000158022)	4.189702895	3.80766558	1.713604309	2.222021478	0.026281854	0.381979857
AC010735.1 (ENSG00000261379)	19.07763847	-3.310313415	1.48984555	-2.221917174	0.026288904	0.381979857
LINC00345 (ENSG00000235660)	5.43781231	-1.705222145	0.767674726	-2.221282124	0.026331859	0.382176317
AL021408.1 (ENSG00000236166)	2.200920991	-3.314016052	1.492090655	-2.221055431	0.026347207	0.382176317
AC124947.1 (ENSG00000257252)	13.20434963	2.002317188	0.901482137	2.221139063	0.026341544	0.382176317
LRRC32 (ENSG00000137507)	19.64247084	-2.609284264	1.174914521	-2.220829021	0.026362544	0.382182252
SEPTIN6 (ENSG00000125354)	1927.805396	-2.254644166	1.01537983	-2.220493356	0.026385296	0.382258181
AL359764.2 (ENSG00000287516)	18.27288546	-3.313651966	1.492426744	-2.220311301	0.026397643	0.382258181
DSG4 (ENSG00000175065)	7.02165628	2.699336104	1.21629206	2.219315733	0.026465252	0.383020566
AC007952.7 (ENSG00000263394)	1.415702398	2.838267287	1.279155694	2.218859908	0.026496257	0.383252636
GAS2L3 (ENSG00000139354)	2193.479797	-1.053864546	0.475231989	-2.217579141	0.026583541	0.38414847
BRINP2 (ENSG00000198797)	53.87263419	-3.425103249	1.544571106	-2.217510891	0.0265882	0.38414847
IRGM (ENSG00000237693)	1.432418855	3.479644928	1.56942167	2.217151065	0.02661277	0.384286601
DCAF1 (ENSG00000145041)	3649.350928	0.532633785	0.240287275	2.216654153	0.026646734	0.384453502
CD52 (ENSG00000169442)	9.340842275	2.433277078	1.09778041	2.216542631	0.026654362	0.384453502
PLCG1 (ENSG00000124181)	7276.699253	-0.829555695	0.374454807	-2.215369329	0.026734725	0.384535221
TUBGCP3 (ENSG00000126216)	3509.703203	0.602766521	0.272084706	2.21536348	0.026735126	0.384535221
CCDC144A (ENSG00000170160)	79.94163496	2.426224336	1.094866711	2.215999731	0.026691521	0.384535221
RPS14P8 (ENSG00000239528)	9.933936581	4.259501169	1.922645429	2.2154377	0.026730036	0.384535221
AL121749.2 (ENSG00000287528)	6.240374402	-3.145607531	1.419814757	-2.21550559	0.026725381	0.384535221
HFM1 (ENSG00000162669)	42.0602564	-2.803192459	1.265604305	-2.214904333	0.026766632	0.384772209
C8orf34 (ENSG00000165084)	4.475028857	-3.966009455	1.790978221	-2.214437567	0.026798693	0.385016913
ZNF56 (ENSG00000267419)	21.87648364	-0.888624579	0.401513676	-2.213186329	0.026884802	0.386037412
ANKH (ENSG00000154122)	3004.940143	1.173057955	0.530407861	2.211614951	0.026993281	0.387255729
AC011503.3 (ENSG00000269421)	3.217596514	-3.019955218	1.36555684	-2.211519235	0.026999901	0.387255729
MFAP3 (ENSG00000037749)	3391.662496	-0.779737164	0.352903755	-2.209489567	0.027140607	0.388012884
OLFM2 (ENSG00000105088)	413.9463458	-2.277237573	1.030446486	-2.209952293	0.027108473	0.388012884
LYSMD3 (ENSG00000176018)	1856.440425	-0.592493851	0.268163971	-2.209446143	0.027143625	0.388012884
Z94160.1 (ENSG00000237862)	1.811101355	3.209515935	1.452226653	2.210065439	0.027100621	0.388012884
LINC01322 (ENSG00000244128)	61.44315129	3.276555447	1.482854868	2.209626524	0.027131093	0.388012884
AC069544.1 (ENSG00000272853)	39.03660875	0.718672518	0.325190352	2.210005659	0.02710477	0.388012884
ARMT1 (ENSG00000146476)	3605.651707	-1.274210997	0.576785957	-2.209157457	0.027163691	0.388083043
IL15RA (ENSG00000134470)	314.0872629	2.164787524	0.980194647	2.208528206	0.027207474	0.388127764
TMC8 (ENSG00000167895)	118.5966477	2.342600428	1.06073989	2.208458879	0.027212301	0.388127764
INPP5J (ENSG00000185133)	268.0852431	-1.530414715	0.692930096	-2.208613427	0.027201541	0.388127764
MAPK8IP1 (ENSG00000121653)	649.3456654	-1.602012292	0.725746187	-2.207400219	0.027286111	0.388963817
TSPAN32 (ENSG00000064201)	8.433177202	2.746097795	1.244324681	2.206898117	0.027321178	0.389030478
MRPL37P1 (ENSG00000266946)	1.250291388	3.294351325	1.492681708	2.207001873	0.027313929	0.389030478
ARVCF (ENSG00000099889)	499.0477696	-1.277954693	0.579437827	-2.20550788	0.027418475	0.389274702
NRG3 (ENSG00000185737)	6.070506533	-2.992182313	1.35691694	-2.205132992	0.027444764	0.389274702
EIF4HP1 (ENSG00000233830)	173.0273439	0.71008437	0.322008956	2.20516963	0.027442193	0.389274702
DUX4L26 (ENSG00000236138)	2.491682928	-2.442007052	1.106917362	-2.206133119	0.02737468	0.389274702
LINC02240 (ENSG00000260192)	2.414823143	-2.084107168	0.944993243	-2.205420179	0.027424623	0.389274702
WASL-DT (ENSG00000272686)	282.5682908	-1.038549152	0.470819191	-2.205834368	0.027395599	0.389274702
AC124862.1 (ENSG00000287049)	9.905625402	1.713967243	0.776917033	2.206113614	0.027376046	0.389274702
SYT14 (ENSG00000143469)	504.3174933	-3.980482918	1.805331581	-2.204848661	0.027464716	0.389284552
CR383656.1 (ENSG00000257175)	2.919714058	1.902481034	0.862924582	2.204689812	0.027475869	0.389284552
MRRF (ENSG00000148187)	3030.35841	0.746091229	0.338538478	2.203859466	0.027534229	0.389583136
SCARNA5 (ENSG00000252010)	3.499819101	-1.768480182	0.802413066	-2.203952374	0.027527694	0.389583136
AC005831.1 (ENSG00000280202)	92.80410853	2.782220263	1.262498992	2.203740582	0.027542593	0.389583136
RBM15 (ENSG00000162775)	1200.946386	0.628175575	0.285272886	2.202016403	0.02766415	0.391086451
ARMCX6 (ENSG00000198960)	1349.937858	-0.467763986	0.212514593	-2.201091132	0.027729573	0.391794992
NFKBIB (ENSG00000104825)	2045.171303	0.743489047	0.337958602	2.199941185	0.027811068	0.392729711
SPTLC1 (ENSG00000090054)	6302.457071	0.592650783	0.26964718	2.19787495	0.027958018	0.393502578
ALDH1B1 (ENSG00000137124)	3765.735597	0.800284103	0.36403367	2.198379351	0.027922084	0.393502578
TEAD1 (ENSG00000187079)	11899.15208	0.680042826	0.309291933	2.198708577	0.027898651	0.393502578
EWSAT1 (ENSG00000212766)	4.3415878	-1.714077971	0.779829387	-2.198016643	0.02794792	0.393502578
LINC00680 (ENSG00000215190)	445.0993096	-0.607470535	0.276341626	-2.198259249	0.027930637	0.393502578
SSTR3 (ENSG00000278195)	15.40561931	-3.112740848	1.415853228	-2.198491191	0.027914122	0.393502578
M6PR (ENSG00000003056)	10697.74141	0.646998835	0.294416766	2.197561109	0.027980397	0.393601171
CBFB (ENSG00000067955)	5514.625471	0.733052005	0.333631038	2.197193672	0.028006617	0.393753662
TNFRSF25 (ENSG00000215788)	409.7058541	-1.383109994	0.629567078	-2.196922366	0.028025991	0.393809784
KCTD14 (ENSG00000151364)	306.5690891	2.29651171	1.04597085	2.195579073	0.028122085	0.394943298
MME (ENSG00000196549)	294.4322661	-2.609282401	1.188659793	-2.195146514	0.02815309	0.394945424
AC005291.2 (ENSG00000273388)	2.660013886	-3.274329392	1.491556329	-2.195243537	0.028146133	0.394945424
TRIM65 (ENSG00000141569)	1781.487271	0.570384579	0.259875358	2.194839031	0.028175147	0.395038391
ZNF821 (ENSG00000102984)	226.0200818	-1.007633965	0.459308068	-2.193808546	0.028249176	0.395210606
WNT6 (ENSG00000115596)	47.7628923	3.040609382	1.385938238	2.193899626	0.028242626	0.395210606
MED1 (ENSG00000125686)	6547.46038	0.577063253	0.263014148	2.194038827	0.028232618	0.395210606
AL137847.2 (ENSG00000237529)	2.856273582	-2.047775189	0.933231809	-2.194283531	0.028215033	0.395210606
PTPRR (ENSG00000153233)	207.1886208	-2.512680162	1.145581556	-2.193366459	0.028280987	0.395257349
CHD1 (ENSG00000153922)	4959.150712	0.430096602	0.196092704	2.193333018	0.028283394	0.395257349
KLHDC2 (ENSG00000165516)	2134.72193	-0.795305499	0.362671881	-2.192906429	0.028314121	0.395470888
OLFML3 (ENSG00000116774)	561.7971396	-2.353908549	1.074466389	-2.190769831	0.028468453	0.395720926
FDX1 (ENSG00000137714)	1316.918346	0.992142854	0.452661623	2.191798032	0.028394093	0.395720926
SEZ6L2 (ENSG00000174938)	2958.287218	-1.123267741	0.512541485	-2.191564536	0.028410965	0.395720926
FAM25A (ENSG00000188100)	5.544402676	-3.055432938	1.394597427	-2.190906766	0.02845854	0.395720926
AC097468.1 (ENSG00000224090)	3.720215414	-3.157213414	1.441043994	-2.190920907	0.028457517	0.395720926
HMGA1P1 (ENSG00000236683)	2.428750519	1.899804008	0.867284723	2.190519397	0.02848659	0.395720926
AC009812.3 (ENSG00000254162)	25.9828395	-1.572442637	0.717290541	-2.192197649	0.028365238	0.395720926
AC008105.3 (ENSG00000267121)	84.94212177	3.109334173	1.419326305	2.190711298	0.028472691	0.395720926
AL606834.1 (ENSG00000269906)	41.53769317	0.884414273	0.403415147	2.192317963	0.028356556	0.395720926
AC092720.3 (ENSG00000288568)	3.895803075	-1.394838035	0.636548946	-2.191250245	0.028433688	0.395720926
DGKG (ENSG00000058866)	593.172656	2.649736948	1.210187019	2.189526831	0.028558571	0.396505708
ZNF3 (ENSG00000166526)	2634.682718	-0.781117544	0.35679242	-2.189277292	0.028576692	0.396542257
TMEM263 (ENSG00000151135)	3243.728769	-0.763991523	0.349039182	-2.188841717	0.028608346	0.396560181
LGALS7B (ENSG00000178934)	6.125548908	2.862356614	1.307708853	2.188833246	0.028608962	0.396560181
SLC7A2 (ENSG00000003989)	5705.250848	-2.702260812	1.235120023	-2.18785281	0.028680326	0.396613014
BTG1 (ENSG00000133639)	2289.468158	-0.859673916	0.392816514	-2.188487206	0.028634132	0.396613014
ZNF555 (ENSG00000186300)	326.5847349	-1.089962916	0.498359146	-2.187103266	0.028734986	0.396613014
LINC00595 (ENSG00000230417)	4.431083744	-2.318182913	1.059824978	-2.187326173	0.028718721	0.396613014
DEPDC1P2 (ENSG00000232486)	4.254761273	1.424703623	0.651045459	2.188332019	0.028645426	0.396613014
DPY19L2P4 (ENSG00000235436)	10.96230261	-3.093559496	1.414436788	-2.187131672	0.028732913	0.396613014
AC116158.1 (ENSG00000259326)	19.69276306	1.985708938	0.907927101	2.187079707	0.028736706	0.396613014
AC009107.2 (ENSG00000260927)	1821.236882	0.830991175	0.37986976	2.187568644	0.028701038	0.396613014
TAF9 (ENSG00000273841)	4498.521856	0.578095647	0.264380708	2.186602994	0.028771519	0.396879536
BMP3 (ENSG00000152785)	12.49200092	-4.583486565	2.096806294	-2.18593705	0.028820211	0.397337127
FAM209A (ENSG00000124103)	2.55515671	1.684135714	0.77079369	2.184937081	0.02889346	0.397889519
POLR2K (ENSG00000147669)	4439.841355	-0.648489115	0.296830103	-2.18471479	0.028909765	0.397889519
MSRB2 (ENSG00000148450)	799.4652254	-1.043011563	0.477413372	-2.184713761	0.028909841	0.397889519
SPTA1 (ENSG00000163554)	3.793079508	3.169227679	1.450751533	2.184542017	0.028922443	0.397889519
DCAF5 (ENSG00000139990)	3237.268417	-0.620596287	0.284124159	-2.184243286	0.028944376	0.397977394
DDX11 (ENSG00000013573)	4134.640015	0.576160176	0.263811412	2.18398503	0.028963348	0.39801663
NMNAT3 (ENSG00000163864)	144.4336807	2.188312816	1.002172098	2.183569888	0.028993868	0.39801663
RPL35P1 (ENSG00000237991)	39.1895366	1.51353903	0.693082048	2.183780455	0.028978384	0.39801663
GAL3ST3 (ENSG00000175229)	23.6676032	-3.223922348	1.476595393	-2.183348508	0.029010155	0.398026787
MRPL12 (ENSG00000262814)	5942.233945	0.633187027	0.290196039	2.181928566	0.029114805	0.399248657
HMOX1 (ENSG00000100292)	3577.735938	2.063369226	0.94579485	2.181624509	0.029137257	0.399342635
VTI1A (ENSG00000151532)	2089.079078	0.814697876	0.373603244	2.180649901	0.029209321	0.400116127
BEX5 (ENSG00000184515)	17.90510217	-2.627604867	1.205512274	-2.179658326	0.029282798	0.400908123
AL161756.3 (ENSG00000284664)	8.524841061	-1.397542649	0.64126027	-2.179368838	0.029304279	0.40098779
PDE4A (ENSG00000065989)	652.0059267	1.65754934	0.760665175	2.179078779	0.029325816	0.401068137
RWDD2A (ENSG00000013392)	364.600511	-0.812554682	0.373432301	-2.175908939	0.02956207	0.401204667
FOXC1 (ENSG00000054598)	853.124677	1.423448793	0.653916765	2.17680425	0.029495176	0.401204667
ART4 (ENSG00000111339)	2.959048827	-2.482022199	1.141114662	-2.175085713	0.029623694	0.401204667
ADAMTS18 (ENSG00000140873)	4.944696907	4.072612219	1.872436449	2.175033615	0.029627597	0.401204667
FYCO1 (ENSG00000163820)	1957.720018	0.664318464	0.305086516	2.177475665	0.029445096	0.401204667
H3-4 (ENSG00000168148)	1.253965735	-2.319588029	1.065367045	-2.177266549	0.029460686	0.401204667
IKZF1 (ENSG00000185811)	8.465390765	-1.597233122	0.73326422	-2.178250458	0.029387395	0.401204667
WASF4P (ENSG00000188459)	11.90590002	0.986742702	0.453626468	2.175231765	0.029612753	0.401204667
ZNF624 (ENSG00000197566)	233.3395193	-0.947598385	0.435638332	-2.175195145	0.029615496	0.401204667
AC005562.1 (ENSG00000214719)	399.8298455	0.726911578	0.333678793	2.17847701	0.029370542	0.401204667
UBE2D3P1 (ENSG00000225022)	11.72909306	0.76088274	0.349633811	2.176227575	0.029538248	0.401204667
PSPC1-AS2 (ENSG00000226352)	3.1412861	-1.825396646	0.838326167	-2.177430118	0.029448491	0.401204667
AL157702.2 (ENSG00000227482)	6.394254129	-3.537908027	1.626658599	-2.174954246	0.029633545	0.401204667
YWHAEP1 (ENSG00000232727)	5.517476867	1.145522193	0.526225298	2.176866442	0.029490534	0.401204667
AC138904.1 (ENSG00000246465)	73.79748653	-1.97800961	0.908842697	-2.176404801	0.029525005	0.401204667
USP30-AS1 (ENSG00000256262)	6.664435198	3.289355903	1.51184464	2.175723494	0.029575942	0.401204667
AL137802.2 (ENSG00000261135)	53.92159807	-1.462109597	0.671768175	-2.176509176	0.029517208	0.401204667
ACTBP9 (ENSG00000266920)	1.171051598	2.593233172	1.192004281	2.175523372	0.029590919	0.401204667
AC068473.5 (ENSG00000274828)	159.8369538	-1.120799128	0.515101483	-2.175880217	0.029564218	0.401204667
AL590729.1 (ENSG00000237934)	1.556788979	2.342264706	1.077947476	2.172893168	0.029788359	0.403087506
HOXB4 (ENSG00000182742)	233.0302852	2.864296761	1.318442159	2.172485718	0.029819046	0.403182662
AP006545.3 (ENSG00000286677)	3.322248966	-1.55795843	0.717166075	-2.172381662	0.029826887	0.403182662
TESPA1 (ENSG00000135426)	6.340033439	2.641239977	1.216370111	2.171411442	0.029900085	0.403958823
UNC5B (ENSG00000107731)	2765.979919	-2.737485859	1.261238191	-2.170474917	0.029970887	0.404701816
POLD3 (ENSG00000077514)	2629.038635	0.437403729	0.20167338	2.168871913	0.03009241	0.406126104
ATF2 (ENSG00000115966)	3197.311414	-0.654608683	0.301906729	-2.168248071	0.030139817	0.406126104
AL158071.2 (ENSG00000230537)	9.864146944	1.723664529	0.794955216	2.168253626	0.030139395	0.406126104
AC108105.1 (ENSG00000287597)	1.303048044	-2.983834148	1.375976597	-2.168521001	0.030119069	0.406126104
